transaction_id,customer_id,amount,payment_method,customer_segment,transaction_hour,days_since_last_payment,previous_failures,retry_count,checkout_duration,device_type,location_type,payment_gateway,failure_reason,subscription_status,invoice_age_days,amount_due,payment_status,revenue_at_risk
txn_7c9dbfeb611c4e,cust_2668,6402.42,credit_card,high_value,8,161,3,1,291,tablet,international,razorpay,bank_declined,active,21,6402.42,failed,0
txn_cec9862f179641,cust_3523,23667.45,wallet,loyal,12,143,0,0,281,desktop,domestic,razorpay,None,inactive,53,23667.45,success,0
txn_bd23fc49d23648,cust_3471,33735.54,debit_card,loyal,19,12,0,0,62,desktop,domestic,razorpay,None,inactive,51,33785.21,success,0
txn_8b08816fe6ed45,cust_3016,10219.1,debit_card,churn_risk,9,157,0,2,330,tablet,international,razorpay,bank_declined,active,36,10439.92,failed,1
txn_70fc7d8ed19548,cust_8004,17529.72,debit_card,new,21,78,3,2,332,tablet,international,razorpay,insufficient_funds,inactive,23,17529.72,failed,1
txn_e1a64293d28645,cust_9897,29203.78,credit_card,returning,12,179,0,0,120,tablet,domestic,razorpay,None,none,37,29203.78,success,0
txn_9a01e1b3d5a740,cust_4739,12030.68,credit_card,loyal,6,2,0,3,225,mobile,domestic,razorpay,insufficient_funds,none,33,12030.68,failed,1
txn_c04a37c336c148,cust_1066,38437.39,upi,new,19,168,0,0,26,desktop,domestic,razorpay,None,inactive,15,38437.39,success,0
txn_555cee76d82640,cust_8135,46447.41,net_banking,churn_risk,9,119,0,0,521,tablet,domestic,razorpay,None,active,47,46611.5,pending,0
txn_b9bc61bfb3d645,cust_7856,47620.57,debit_card,high_value,16,7,0,1,507,mobile,domestic,razorpay,bank_declined,none,49,47620.57,overdue,0
txn_c0476c06ef9247,cust_1707,28233.8,credit_card,new,19,148,0,0,311,desktop,domestic,razorpay,None,none,43,28233.8,success,0
txn_e3ebf4ca15774b,cust_7490,6973.5,credit_card,churn_risk,16,169,1,0,433,mobile,domestic,razorpay,None,none,59,6973.5,success,0
txn_95500f39b8d64f,cust_2114,43974.0,wallet,churn_risk,12,2,0,0,418,tablet,domestic,razorpay,None,none,4,43974.0,success,0
txn_de3ec8fbe1d14b,cust_1769,15613.32,debit_card,returning,5,139,1,0,396,desktop,domestic,razorpay,None,active,27,15613.32,success,0
txn_65803ef54c1947,cust_8366,29859.3,debit_card,returning,3,170,1,0,477,tablet,domestic,razorpay,None,active,7,29899.82,success,0
txn_fb1a77c0ae694d,cust_1071,30909.19,upi,returning,8,135,5,0,574,tablet,domestic,razorpay,None,inactive,57,30909.19,success,0
txn_5b9b4cf8e09141,cust_5177,20853.04,upi,churn_risk,12,177,0,3,148,desktop,domestic,razorpay,authentication_failed,active,13,21350.99,failed,1
txn_997fa8b8ffcb41,cust_7799,14917.34,upi,churn_risk,18,121,1,0,320,mobile,domestic,razorpay,None,none,31,14917.34,success,0
txn_6108eefe47d844,cust_4467,22284.32,debit_card,returning,22,61,0,0,139,desktop,domestic,razorpay,None,none,33,22284.32,success,0
txn_4c3c1ce210004d,cust_2315,16715.01,upi,high_value,17,162,0,0,460,mobile,domestic,razorpay,None,inactive,52,17200.54,pending,0
txn_378bc30b64e749,cust_6541,19415.49,debit_card,returning,15,152,1,0,268,mobile,domestic,razorpay,None,active,31,19415.49,success,0
txn_a643508429204d,cust_4703,36134.47,credit_card,returning,20,157,0,0,455,mobile,domestic,razorpay,None,inactive,52,36590.58,success,0
txn_fc75a5fe04c54d,cust_7569,12690.68,credit_card,new,10,113,0,0,426,desktop,domestic,razorpay,None,none,39,12690.68,success,0
txn_5af835cc447148,cust_6187,42132.84,upi,loyal,10,87,1,0,317,mobile,domestic,razorpay,None,none,50,42132.84,success,0
txn_8275730d854446,cust_3927,28649.06,credit_card,high_value,5,34,5,0,440,desktop,domestic,razorpay,None,active,27,28649.06,success,0
txn_8fa0d779dbe240,cust_5256,5255.46,wallet,loyal,14,59,0,0,560,tablet,domestic,razorpay,None,active,39,5364.88,success,0
txn_20f5880f5f0a4a,cust_9597,19544.34,debit_card,returning,20,64,0,1,523,tablet,domestic,razorpay,insufficient_funds,none,26,19544.34,overdue,1
txn_f830545ca9564d,cust_7110,24887.02,wallet,new,17,79,0,0,91,tablet,domestic,razorpay,None,none,10,24887.02,success,0
txn_37a03a7e75a44e,cust_6990,253.15,net_banking,new,1,19,0,0,448,desktop,domestic,razorpay,None,inactive,40,253.15,success,0
txn_8ab54f01ee394c,cust_8109,3819.68,wallet,new,18,21,0,0,118,desktop,domestic,razorpay,None,none,37,3819.68,success,0
txn_070e9e4057804f,cust_6095,46777.82,debit_card,new,1,24,0,0,541,desktop,domestic,razorpay,None,active,41,46777.82,success,0
txn_f234947d14ee4c,cust_5884,43116.67,debit_card,new,20,80,0,1,143,desktop,domestic,razorpay,bank_declined,none,36,43116.67,abandoned,1
txn_5d88e3fa9fd545,cust_4248,7934.4,net_banking,high_value,11,102,0,1,118,mobile,domestic,razorpay,insufficient_funds,active,40,7934.4,failed,0
txn_131310dd4f6047,cust_2527,10709.28,upi,new,20,37,0,1,32,desktop,domestic,razorpay,network_error,active,29,10709.28,abandoned,1
txn_0472ecd3eed640,cust_6023,38151.17,net_banking,returning,4,110,1,0,374,mobile,domestic,razorpay,None,active,18,38151.17,success,0
txn_da78b912a93b49,cust_5315,4022.62,net_banking,new,5,130,0,0,596,desktop,domestic,razorpay,None,none,34,4022.62,success,0
txn_2a41d45bcb5e4a,cust_9086,46155.77,wallet,loyal,1,66,1,1,362,desktop,domestic,razorpay,bank_declined,none,47,46155.77,abandoned,0
txn_529233536bbd49,cust_2621,19998.34,upi,loyal,0,168,0,0,147,tablet,international,razorpay,None,inactive,45,20323.59,success,0
txn_cc41125c28ba4c,cust_4733,38796.52,debit_card,churn_risk,22,79,0,0,477,tablet,domestic,razorpay,None,inactive,44,38796.52,success,0
txn_3d6774e7276d4e,cust_1881,14782.0,net_banking,high_value,4,67,1,1,412,tablet,domestic,razorpay,expired_card,none,30,15217.25,failed,1
txn_14aae032fb084b,cust_5846,5183.59,credit_card,high_value,14,160,2,0,86,mobile,domestic,razorpay,None,none,28,5183.59,success,0
txn_0da88cda8cc34c,cust_3846,30699.76,debit_card,churn_risk,18,63,0,2,275,mobile,domestic,razorpay,expired_card,none,8,30699.76,failed,0
txn_5ef1c456101445,cust_1824,48377.19,debit_card,returning,16,151,0,0,360,tablet,domestic,razorpay,None,none,36,48377.19,success,0
txn_5135171bfb4a45,cust_9663,37181.8,debit_card,returning,21,89,2,0,368,mobile,domestic,razorpay,None,active,18,37321.77,success,0
txn_baaaad76f5574d,cust_8657,34604.25,wallet,new,13,166,0,0,255,tablet,domestic,razorpay,None,none,18,35071.4,success,0
txn_bab905039b4846,cust_5415,42851.29,wallet,new,23,120,0,0,136,mobile,domestic,razorpay,None,active,40,42896.26,success,0
txn_5eed8237362c47,cust_3493,4778.32,wallet,new,10,65,0,2,517,tablet,domestic,razorpay,insufficient_funds,active,49,4778.32,overdue,1
txn_b03a21de843549,cust_1463,22225.23,wallet,returning,20,5,1,1,143,desktop,domestic,razorpay,bank_declined,active,28,22225.23,abandoned,1
txn_0faa70b4375e4f,cust_8422,7688.48,net_banking,churn_risk,16,13,0,3,512,mobile,domestic,razorpay,authentication_failed,none,50,7688.48,failed,0
txn_3f76db9f92e04b,cust_9171,24756.87,upi,loyal,22,166,0,0,455,mobile,domestic,razorpay,None,active,51,24756.87,success,0
txn_6ac7b51601a048,cust_5386,5426.08,wallet,churn_risk,21,57,5,3,381,desktop,international,razorpay,bank_declined,none,9,5426.08,failed,1
txn_ffde3889be8142,cust_2648,20999.51,upi,new,10,154,1,0,331,mobile,domestic,razorpay,None,inactive,28,20999.51,success,0
txn_ea456dea074741,cust_9095,47889.2,upi,returning,23,57,0,0,219,mobile,international,razorpay,None,inactive,36,47889.2,success,0
txn_abf84f439d5546,cust_4492,32075.26,net_banking,returning,12,16,1,0,443,tablet,domestic,razorpay,None,inactive,24,32075.26,success,0
txn_b0e7e43de69948,cust_2844,40141.27,credit_card,new,5,127,0,0,325,tablet,domestic,razorpay,None,none,22,40141.27,pending,0
txn_f9ef5a42c0a449,cust_8603,2867.24,credit_card,returning,3,162,0,1,343,mobile,domestic,razorpay,bank_declined,none,3,2867.24,failed,0
txn_9b3715ec738c4d,cust_1045,16578.74,debit_card,high_value,12,153,0,2,579,desktop,domestic,razorpay,authentication_failed,none,10,16578.74,abandoned,1
txn_3dd0ecb1e4ce4e,cust_7304,38746.66,debit_card,high_value,16,173,1,3,334,mobile,domestic,razorpay,bank_declined,none,56,38746.66,failed,1
txn_9d99733365794d,cust_1430,22251.43,net_banking,churn_risk,6,24,0,0,316,desktop,domestic,razorpay,None,inactive,51,22251.43,success,0
txn_465942d05f9e44,cust_7153,33004.99,upi,churn_risk,20,98,0,2,279,tablet,domestic,razorpay,bank_declined,inactive,0,33004.99,overdue,1
txn_5bfb10f873334a,cust_2219,42197.63,net_banking,loyal,21,162,0,2,349,mobile,domestic,razorpay,bank_declined,active,20,42197.63,abandoned,1
txn_0c3e6ffcf0a346,cust_2942,39525.86,debit_card,new,20,136,0,0,143,mobile,domestic,razorpay,None,none,6,39941.91,success,0
txn_38d7389755f441,cust_8039,47565.66,credit_card,churn_risk,13,103,1,0,395,mobile,international,razorpay,None,none,21,47708.12,success,0
txn_f23020bafe2e42,cust_1024,38446.6,credit_card,loyal,12,167,0,2,474,desktop,domestic,razorpay,authentication_failed,inactive,23,38446.6,failed,1
txn_7150364d55074d,cust_4155,36269.62,wallet,high_value,15,77,0,1,70,desktop,domestic,razorpay,bank_declined,none,20,36269.62,failed,1
txn_9a0b004fb7f345,cust_5865,44565.46,net_banking,loyal,3,79,1,0,33,desktop,domestic,razorpay,None,inactive,60,44565.46,success,0
txn_4b7e2562ca7b4b,cust_8583,11025.41,credit_card,returning,6,75,0,0,10,desktop,domestic,razorpay,None,active,40,11025.41,success,0
txn_25e9ee63d37844,cust_4316,3167.4,wallet,high_value,3,90,2,0,500,mobile,domestic,razorpay,None,active,27,3167.4,success,0
txn_1661fc865d544e,cust_1894,11051.68,net_banking,new,10,147,0,0,131,mobile,domestic,razorpay,None,none,40,11051.68,success,0
txn_cc8772b1b6cb41,cust_8057,33752.91,credit_card,churn_risk,18,72,0,1,43,tablet,international,razorpay,insufficient_funds,inactive,43,33988.89,failed,1
txn_0bc784d176b34b,cust_9376,10988.45,wallet,high_value,17,132,0,0,490,desktop,domestic,razorpay,None,none,32,10988.45,success,0
txn_c2fd13d11bc348,cust_4551,22790.7,wallet,high_value,16,100,0,1,451,mobile,domestic,razorpay,bank_declined,inactive,58,22790.7,abandoned,0
txn_8817f5a2212942,cust_1585,28515.53,net_banking,new,10,65,0,0,350,tablet,international,razorpay,None,active,7,28515.53,success,0
txn_24c997526c7845,cust_4540,19262.99,debit_card,new,2,83,0,0,544,mobile,domestic,razorpay,None,none,10,19262.99,success,0
txn_3fc1e388817e47,cust_5813,37629.32,net_banking,returning,19,164,2,0,131,tablet,domestic,razorpay,None,active,26,37629.32,success,0
txn_c185aed595874b,cust_5563,33521.89,debit_card,loyal,21,27,0,1,593,desktop,domestic,razorpay,expired_card,inactive,34,33641.02,abandoned,1
txn_c474a5f6768f45,cust_9399,36369.93,debit_card,high_value,18,5,0,0,460,tablet,domestic,razorpay,None,inactive,46,36369.93,success,0
txn_42027b5740614c,cust_1982,38510.87,wallet,new,10,25,1,3,238,tablet,domestic,razorpay,insufficient_funds,active,31,38510.87,abandoned,1
txn_d4410920ed2445,cust_3630,21729.05,wallet,churn_risk,1,5,1,0,446,tablet,domestic,razorpay,None,inactive,52,21729.05,success,0
txn_657a6979bc7d4d,cust_5775,15449.62,credit_card,high_value,20,109,2,0,408,mobile,domestic,razorpay,None,inactive,43,15758.19,success,0
txn_c6c807ed151142,cust_1032,20490.95,net_banking,new,17,7,0,0,541,tablet,international,razorpay,None,none,9,20833.34,success,0
txn_7ef82e835c2a43,cust_8858,24252.15,wallet,returning,22,123,0,2,16,mobile,domestic,razorpay,expired_card,active,5,24252.15,failed,1
txn_406a31a989b648,cust_6694,29494.46,wallet,high_value,5,38,1,0,321,tablet,international,razorpay,None,inactive,16,29494.46,success,0
txn_cec4f823646243,cust_5431,29510.31,upi,churn_risk,6,46,5,2,87,tablet,domestic,razorpay,bank_declined,active,0,29942.3,failed,1
txn_fdb6ecc21d0d41,cust_3193,49166.36,net_banking,high_value,22,121,0,0,345,tablet,domestic,razorpay,None,none,10,49166.36,success,0
txn_984aaeac0cee4a,cust_6904,37082.68,upi,loyal,22,71,0,2,196,mobile,domestic,razorpay,authentication_failed,none,0,37246.22,abandoned,1
txn_b3e88142a71b4a,cust_2632,33626.41,upi,new,6,159,0,0,381,desktop,domestic,razorpay,None,active,10,33626.41,success,0
txn_ea139e746a8a41,cust_6924,745.54,debit_card,churn_risk,15,62,0,0,337,mobile,domestic,razorpay,None,active,43,745.54,success,0
txn_4d26b628acc148,cust_5567,11774.64,debit_card,new,23,52,0,0,504,tablet,domestic,razorpay,None,inactive,60,11774.64,success,0
txn_78f6714d7f5a4d,cust_9041,9904.05,debit_card,returning,0,3,0,3,275,tablet,domestic,razorpay,network_error,inactive,46,9904.05,overdue,1
txn_12a8d8f376504a,cust_5794,2131.27,wallet,loyal,16,97,0,0,365,tablet,domestic,razorpay,None,active,36,2500.22,success,0
txn_a403c77fd00b41,cust_8008,43838.64,debit_card,returning,16,118,1,0,399,mobile,domestic,razorpay,None,inactive,22,43838.64,pending,0
txn_8d49500e8ba44b,cust_3226,20932.35,debit_card,new,13,117,0,2,30,mobile,domestic,razorpay,bank_declined,active,54,21403.5,failed,1
txn_32250127c55a46,cust_5679,46863.7,net_banking,high_value,10,97,2,0,567,tablet,domestic,razorpay,None,inactive,13,46863.7,success,0
txn_0571902d44b140,cust_8202,49380.61,wallet,churn_risk,15,2,0,0,350,mobile,domestic,razorpay,None,none,59,49380.61,pending,0
txn_68b2bda7691047,cust_2232,39914.81,debit_card,loyal,21,156,0,2,348,desktop,domestic,razorpay,authentication_failed,inactive,54,40240.94,failed,0
txn_e2452b07e89341,cust_6442,5732.94,upi,high_value,4,43,0,0,564,tablet,domestic,razorpay,None,inactive,49,5732.94,success,0
txn_fb24fdb0fd1b49,cust_5404,40009.1,debit_card,churn_risk,18,175,1,1,134,mobile,domestic,razorpay,authentication_failed,inactive,4,40009.1,abandoned,0
txn_2e5190ef378c45,cust_8086,28536.54,debit_card,churn_risk,19,67,0,0,47,desktop,domestic,razorpay,None,none,12,28536.54,success,0
txn_5becd6fa7a564c,cust_3308,3576.63,debit_card,churn_risk,16,96,0,0,199,desktop,domestic,razorpay,None,none,31,3576.63,success,0
txn_c6cfcaaf917240,cust_1937,12311.05,debit_card,new,11,96,0,1,435,mobile,domestic,razorpay,insufficient_funds,active,43,12311.05,failed,1
txn_da65d0f92aab49,cust_3754,27378.46,wallet,churn_risk,18,172,1,1,11,tablet,international,razorpay,authentication_failed,none,56,27378.46,abandoned,1
txn_0181855549d54e,cust_2503,44225.57,credit_card,high_value,3,72,0,0,188,mobile,domestic,razorpay,None,active,15,44225.57,success,0
txn_f8e0b2f1b7644b,cust_1480,25404.29,upi,churn_risk,21,129,0,2,288,mobile,domestic,razorpay,bank_declined,inactive,8,25404.29,abandoned,0
txn_2261dc4d3b2b42,cust_9099,49679.34,net_banking,loyal,17,57,1,0,84,tablet,domestic,razorpay,None,none,59,49679.34,pending,0
txn_63d467261ea444,cust_4816,25648.22,upi,loyal,1,151,5,0,593,desktop,domestic,razorpay,None,inactive,32,25648.22,success,0
txn_1265fb4fa1a841,cust_2920,27788.43,wallet,new,2,134,2,1,493,desktop,domestic,razorpay,bank_declined,none,5,27788.43,failed,1
txn_da0b453161494a,cust_7331,17872.41,net_banking,returning,12,1,0,0,144,tablet,domestic,razorpay,None,active,4,17872.41,success,0
txn_ffa5af5198c14c,cust_1277,15455.58,debit_card,loyal,15,80,0,0,574,mobile,domestic,razorpay,None,none,20,15455.58,success,0
txn_6793f335bfac4e,cust_7791,10971.32,upi,new,12,88,0,0,474,mobile,domestic,razorpay,None,active,35,10971.32,success,0
txn_f63ba6b72ce44e,cust_6638,11301.07,credit_card,new,2,117,1,0,195,desktop,domestic,razorpay,None,inactive,55,11301.07,success,0
txn_c410fe874f924f,cust_9900,32634.52,credit_card,loyal,21,114,4,2,190,mobile,domestic,razorpay,expired_card,none,56,32634.52,abandoned,1
txn_9bcb6fb78e1d43,cust_5542,19438.95,net_banking,new,22,60,2,0,46,desktop,domestic,razorpay,None,inactive,10,19813.02,success,0
txn_bfbe5870f7614b,cust_1117,21723.55,debit_card,returning,7,61,4,2,381,mobile,domestic,razorpay,insufficient_funds,inactive,45,21798.25,overdue,1
txn_de9f71d7d6d545,cust_5458,18924.41,credit_card,high_value,7,9,2,0,381,tablet,domestic,razorpay,None,none,60,18924.41,success,0
txn_794a9e5d581944,cust_3057,1514.45,net_banking,high_value,6,14,2,0,163,desktop,international,razorpay,None,inactive,19,1937.26,success,0
txn_aa0ddba276eb45,cust_7874,20772.92,debit_card,loyal,18,12,0,0,403,mobile,domestic,razorpay,None,none,60,20772.92,success,0
txn_dc414993762949,cust_4625,30270.34,wallet,returning,16,4,1,0,38,tablet,domestic,razorpay,None,inactive,9,30270.34,success,0
txn_841734d750044e,cust_1717,4671.51,upi,high_value,16,61,1,2,284,desktop,domestic,razorpay,network_error,active,14,4671.51,failed,1
txn_3e49467796e44e,cust_5758,19456.08,upi,loyal,1,25,0,0,31,mobile,domestic,razorpay,None,active,6,19456.08,success,0
txn_ade7ea8641f64e,cust_9557,27399.99,wallet,new,12,4,2,0,124,desktop,domestic,razorpay,None,active,29,27399.99,success,0
txn_1b9eb1efb87d42,cust_3646,19524.65,net_banking,high_value,20,90,2,3,297,desktop,domestic,razorpay,expired_card,inactive,41,19605.88,failed,1
txn_507939d7d0004f,cust_4215,36681.76,net_banking,returning,13,137,2,0,581,tablet,domestic,razorpay,None,active,0,36693.47,pending,0
txn_f9b906fb4b314c,cust_8965,4062.62,credit_card,loyal,12,172,0,1,301,desktop,domestic,razorpay,authentication_failed,inactive,5,4457.37,failed,0
txn_842a560831d249,cust_8173,46886.22,upi,loyal,2,75,0,3,387,desktop,domestic,razorpay,authentication_failed,none,3,47204.0,abandoned,1
txn_1d3261eaead948,cust_5997,23550.02,upi,high_value,8,34,2,3,152,tablet,domestic,razorpay,expired_card,inactive,40,24027.45,failed,1
txn_32109b98e12e4e,cust_5277,16203.91,wallet,new,8,110,1,0,462,mobile,domestic,razorpay,None,active,26,16358.75,success,0
txn_d86c73b60df745,cust_8010,687.07,debit_card,returning,5,85,0,0,217,tablet,domestic,razorpay,None,active,16,687.07,success,0
txn_f47608b00fb440,cust_4055,49698.06,wallet,new,18,88,0,1,80,desktop,domestic,razorpay,expired_card,none,2,49829.25,overdue,1
txn_c5635008432b42,cust_5393,27745.65,wallet,new,14,48,1,0,226,tablet,domestic,razorpay,None,none,40,27745.65,success,0
txn_f728d636652041,cust_9899,8223.54,wallet,high_value,20,169,4,2,454,mobile,domestic,razorpay,authentication_failed,active,50,8223.54,failed,1
txn_7bc399a06ca549,cust_8856,18832.38,net_banking,churn_risk,11,97,0,0,58,tablet,domestic,razorpay,None,inactive,3,18832.38,success,0
txn_3e9716cfea5a48,cust_6008,12428.28,wallet,churn_risk,18,39,0,0,25,tablet,domestic,razorpay,None,active,32,12428.28,success,0
txn_2eb9cae1049542,cust_9535,17250.35,upi,new,8,61,0,2,166,desktop,domestic,razorpay,expired_card,active,0,17720.38,failed,1
txn_0bf8e229c37643,cust_2930,26859.29,credit_card,churn_risk,16,9,1,0,200,tablet,domestic,razorpay,None,none,49,26859.29,success,0
txn_871c6f57d40049,cust_6551,9778.35,net_banking,high_value,7,3,1,0,564,mobile,domestic,razorpay,None,active,35,9778.35,success,0
txn_847435f0830a46,cust_2713,36894.22,net_banking,high_value,12,151,0,0,76,tablet,domestic,razorpay,None,active,47,36910.44,success,0
txn_f4d42536c4044a,cust_2663,28953.04,credit_card,churn_risk,11,124,0,2,323,desktop,international,razorpay,insufficient_funds,inactive,1,28953.04,failed,1
txn_eddba799ada343,cust_8448,39934.15,net_banking,loyal,17,164,0,0,129,tablet,international,razorpay,None,inactive,47,39934.15,success,0
txn_665e608c37494d,cust_7956,30433.75,wallet,high_value,19,41,0,0,194,tablet,domestic,razorpay,None,active,45,30433.75,success,0
txn_37eb76bc755f49,cust_5333,47391.12,net_banking,new,6,173,2,2,90,tablet,domestic,razorpay,insufficient_funds,active,20,47391.12,failed,1
txn_be44c22e2e0143,cust_4826,15444.15,credit_card,high_value,12,132,1,3,246,mobile,international,razorpay,insufficient_funds,none,28,15444.15,failed,1
txn_5d97de48ec7a48,cust_8068,1718.0,upi,new,18,26,0,0,17,mobile,domestic,razorpay,None,active,55,2095.18,success,0
txn_b07a66937b4744,cust_4522,23151.7,wallet,new,2,55,4,2,548,desktop,domestic,razorpay,insufficient_funds,active,12,23151.7,failed,1
txn_70995d0ebe734b,cust_3341,20732.01,credit_card,new,23,73,0,3,184,mobile,domestic,razorpay,bank_declined,inactive,29,20732.01,abandoned,1
txn_9800da0bf6ff46,cust_2983,14064.5,upi,returning,13,78,0,0,208,mobile,domestic,razorpay,None,inactive,32,14064.5,success,0
txn_c36ac47c87384e,cust_7627,20151.06,net_banking,new,0,139,2,3,545,tablet,domestic,razorpay,authentication_failed,none,12,20307.18,failed,1
txn_948ca45b557342,cust_2704,20259.81,net_banking,new,16,135,4,2,280,mobile,domestic,razorpay,network_error,none,2,20259.81,failed,1
txn_7e95a460801e45,cust_4024,27809.54,debit_card,high_value,2,119,0,0,396,mobile,international,razorpay,None,none,29,28215.64,pending,0
txn_be6395df141348,cust_2281,13132.29,debit_card,new,16,21,0,0,146,mobile,domestic,razorpay,None,active,33,13132.29,success,0
txn_5554da93ff6a49,cust_6560,387.42,debit_card,new,20,134,1,0,245,desktop,domestic,razorpay,None,none,5,387.42,success,0
txn_20cf88c41e8d4c,cust_5179,29052.52,net_banking,loyal,17,176,4,3,578,mobile,domestic,razorpay,bank_declined,active,59,29052.52,failed,1
txn_cfd86d1e957944,cust_2691,27935.37,upi,returning,6,168,0,0,383,tablet,domestic,razorpay,None,active,2,27935.37,success,0
txn_6e33e43768b542,cust_7513,24359.78,net_banking,new,20,61,0,0,328,mobile,international,razorpay,None,inactive,48,24359.78,success,0
txn_ef3852848cdd41,cust_3531,25569.46,upi,churn_risk,0,120,0,0,266,tablet,domestic,razorpay,None,active,21,25569.46,success,0
txn_c2626bfa407c4a,cust_2443,20901.57,wallet,new,5,135,0,0,259,desktop,domestic,razorpay,None,active,38,20901.57,success,0
txn_11aa7e945be04b,cust_4658,47091.3,credit_card,churn_risk,4,47,1,3,539,mobile,domestic,razorpay,authentication_failed,none,22,47256.48,abandoned,1
txn_e8b42343c54e42,cust_3435,12186.45,debit_card,new,14,42,1,1,533,desktop,domestic,razorpay,bank_declined,none,5,12186.45,failed,0
txn_df0ee5e6b69841,cust_7370,24939.96,credit_card,new,21,147,0,0,513,mobile,international,razorpay,None,inactive,45,24939.96,pending,0
txn_8949b3338e4349,cust_1014,12803.4,net_banking,new,5,9,5,1,216,desktop,domestic,razorpay,bank_declined,none,28,12803.4,failed,0
txn_df750f754c3945,cust_9921,32344.69,wallet,high_value,22,17,0,3,236,mobile,domestic,razorpay,expired_card,inactive,26,32558.54,failed,1
txn_62ca8730338042,cust_2085,35309.59,net_banking,churn_risk,18,149,0,0,378,desktop,domestic,razorpay,None,none,26,35309.59,success,0
txn_2ab6bfd86d5743,cust_4593,47904.22,net_banking,high_value,22,62,1,2,497,tablet,domestic,razorpay,expired_card,inactive,26,47904.22,abandoned,1
txn_2f1ab748611c46,cust_6614,24118.52,net_banking,high_value,16,92,0,3,293,desktop,domestic,razorpay,expired_card,inactive,4,24118.52,failed,1
txn_8ed9da8b89f04a,cust_5778,15637.13,wallet,loyal,6,158,2,0,396,mobile,domestic,razorpay,None,inactive,17,15637.13,success,0
txn_ed32d555f86343,cust_7388,24851.77,credit_card,loyal,3,122,2,0,187,tablet,domestic,razorpay,None,none,35,24851.77,success,0
txn_8d4fd02705e746,cust_7520,37963.25,credit_card,loyal,14,105,0,2,175,tablet,domestic,razorpay,insufficient_funds,active,53,37963.25,overdue,1
txn_5932c920b88341,cust_5185,4546.85,debit_card,high_value,19,140,3,3,534,tablet,domestic,razorpay,insufficient_funds,inactive,54,4813.61,abandoned,1
txn_13c4a428463742,cust_8577,45901.19,credit_card,high_value,23,128,0,0,221,tablet,domestic,razorpay,None,active,39,45901.19,success,0
txn_8d25808a0dad43,cust_8716,39727.35,wallet,returning,5,91,3,1,77,desktop,domestic,razorpay,authentication_failed,inactive,23,39727.35,failed,1
txn_612afd07af9541,cust_2167,48628.55,net_banking,new,10,100,0,1,355,desktop,domestic,razorpay,network_error,none,45,48628.55,overdue,1
txn_496b5561b0c241,cust_7631,381.14,credit_card,high_value,12,29,0,0,78,tablet,domestic,razorpay,None,active,28,381.14,success,0
txn_32e0b19828204f,cust_3695,14699.48,upi,high_value,19,118,1,3,103,tablet,domestic,razorpay,authentication_failed,active,14,14699.48,abandoned,1
txn_1b6bebcd822044,cust_6376,22935.63,upi,returning,12,4,0,1,205,desktop,domestic,razorpay,expired_card,active,26,23040.86,abandoned,0
txn_cf875230016f48,cust_6083,30419.63,wallet,high_value,18,102,0,0,61,tablet,domestic,razorpay,None,none,52,30419.63,success,0
txn_8d027bb61d6348,cust_6246,25900.54,credit_card,returning,3,74,1,0,207,desktop,international,razorpay,None,inactive,33,25900.54,success,0
txn_7a92750dc65646,cust_3262,40109.7,net_banking,new,18,61,2,3,67,mobile,domestic,razorpay,expired_card,none,57,40109.7,abandoned,1
txn_87a4f9d7a5c741,cust_5821,10811.66,credit_card,loyal,2,50,0,1,341,desktop,domestic,razorpay,authentication_failed,none,39,10811.66,abandoned,1
txn_6d2cfea6cd0b44,cust_7346,39093.01,wallet,high_value,4,63,0,0,224,desktop,domestic,razorpay,None,none,12,39093.01,success,0
txn_ac73c89481ff4f,cust_7066,5502.5,credit_card,returning,3,60,0,0,476,desktop,international,razorpay,None,inactive,38,5502.5,success,0
txn_e3b5faa8ab0943,cust_4305,37181.95,debit_card,returning,19,98,0,0,489,mobile,domestic,razorpay,None,inactive,20,37181.95,success,0
txn_e6af929afc8c41,cust_2937,40462.43,credit_card,churn_risk,9,85,0,3,34,mobile,domestic,razorpay,bank_declined,none,56,40462.43,overdue,0
txn_e37e81f7c0e44a,cust_9656,6955.45,wallet,high_value,12,146,0,0,133,mobile,domestic,razorpay,None,inactive,31,7232.94,success,0
txn_253a4548f87e48,cust_9293,30236.53,wallet,high_value,19,2,0,0,500,tablet,domestic,razorpay,None,none,58,30714.05,success,0
txn_f77a6e6397b84f,cust_4921,16211.43,credit_card,churn_risk,9,156,0,2,298,desktop,domestic,razorpay,network_error,inactive,11,16211.43,failed,1
txn_f9abe2c755504b,cust_3466,24047.12,net_banking,new,1,154,0,0,481,tablet,domestic,razorpay,None,inactive,17,24047.12,success,0
txn_89cf8d656b1e46,cust_2480,43610.59,debit_card,churn_risk,3,64,0,0,17,mobile,domestic,razorpay,None,active,35,43610.59,success,0
txn_b912b4818c7343,cust_6146,20724.56,wallet,churn_risk,22,29,1,2,29,tablet,domestic,razorpay,authentication_failed,inactive,34,20724.56,failed,1
txn_6544738f377845,cust_4135,28807.18,wallet,loyal,19,160,0,3,340,desktop,international,razorpay,authentication_failed,inactive,53,28807.18,overdue,1
txn_c5f3f37e04944e,cust_7462,40732.9,credit_card,high_value,15,17,0,0,195,desktop,domestic,razorpay,None,inactive,47,40732.9,success,0
